,link,name,rating,is_advance,load_date
0,"https://21cineplex.com/milea-suara-dari-dilan,5872,10MSDD.htm",Milea Suara dari Dilan,R13+,,2020-02-18 21:05:26
1,"https://21cineplex.com/imax/harley-quinn-birds-of-prey-(imax-2d),5917,20BOX2.htm",Harley Quinn: Birds of Prey (IMAX 2D),R17+,,2020-02-18 21:05:26
2,"https://21cineplex.com/harley-quinn-birds-of-prey,5832,20BOPY.htm",Harley Quinn: Birds of Prey,R17+,,2020-02-18 21:05:26
3,"https://21cineplex.com/fantasy-island,5871,20FISD.htm",Fantasy Island,R17+,,2020-02-18 21:05:26
4,"https://21cineplex.com/i-am-mother,5919,17MOTR.htm",I Am Mother,R13+,,2020-02-18 21:05:26
5,"https://21cineplex.com/judy,5920,20JUDY.htm",Judy,R13+,,2020-02-18 21:05:26
6,"https://21cineplex.com/kajeng-kliwon,5864,10KKLN.htm",Kajeng Kliwon,R17+,,2020-02-18 21:05:26
7,"https://21cineplex.com/little-women,5833,19LWON.htm",Little Women,R13+,,2020-02-18 21:05:26
8,"https://21cineplex.com/mangkujiwo,5829,10MANO.htm",Mangkujiwo,R17+,,2020-02-18 21:05:26
9,"https://21cineplex.com/semesta,5764,10SEMA.htm",Semesta,SEMUA UMUR,,2020-02-18 21:05:26
10,"https://21cineplex.com/enter-the-fat-dragon,5830,18ETFD.htm",Enter the Fat Dragon,R17+,,2020-02-18 21:05:26
11,"https://21cineplex.com/bad-boys-for-life,5765,20BBFL.htm",Bad Boys for Life,R17+,,2020-02-18 21:05:26
12,"https://21cineplex.com/bombshell,5694,19BOML.htm",Bombshell,R17+,,2020-02-18 21:05:26
13,"https://21cineplex.com/ip-man-4-the-finale,5701,18IMN4.htm",Ip Man 4: The Finale,R17+,,2020-02-18 21:05:26
14,"https://21cineplex.com/kucumbu-tubuh-indahku,5144,09KTIU.htm",Kucumbu Tubuh Indahku,R17+,,2020-02-18 21:05:26
